District code,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Households_with_Internet,Housholds_with_Electric_Lighting,State,Latitude,Longitude,sex_ratio,literacy_rate
604,Kancheepuram,3998252,2012958,1985294,3013382,1611461,1401921,100322,961161,Tamil Nadu,12.496424756511884,80.08820360135913,99.0,75.0
605,Vellore,3936331,1961688,1974643,2773928,1504355,1269573,20623,865913,Tamil Nadu,12.784882632293078,79.02643283582084,101.0,70.0
606,Tiruvannamalai,2464875,1235889,1228986,1626813,909803,717010,6445,549077,Tamil Nadu,12.419318947368414,79.23265631578953,99.0,66.0
608,Salem,3482056,1781571,1700485,2285562,1285107,1000455,20660,835377,Tamil Nadu,11.629324202127655,78.2478257978723,95.0,66.0
609,Namakkal,1726601,869280,857321,1176131,653312,522819,8960,441044,Tamil Nadu,11.33766638477801,78.14624841437633,99.0,68.0
610,Erode,2251744,1129868,1121876,1492662,828300,664362,18604,595211,Tamil Nadu,11.267012155963302,77.42034334862392,99.0,66.0
612,Dindigul,2159775,1080938,1078837,1481834,816180,665654,9155,500057,Tamil Nadu,10.377801390820574,77.78011279554937,100.0,69.0
613,Karur,1064493,528184,536309,727044,401726,325318,4915,264949,Tamil Nadu,10.79532776617955,78.08749686847604,102.0,68.0
615,Perambalur,565223,282157,283066,375823,208011,167812,1507,135751,Tamil Nadu,11.260137758112096,78.86034011799416,100.0,66.0
616,Ariyalur,754894,374703,380191,480604,269582,211022,1749,177502,Tamil Nadu,11.190514836795256,79.22249643916912,101.0,64.0
617,Cuddalore,2605914,1311697,1294217,1815281,1000322,814959,15396,598412,Tamil Nadu,11.57587300613498,79.63002365371497,99.0,70.0
618,Nagapattinam,1616450,798127,818323,1213008,640916,572092,5585,381940,Tamil Nadu,10.789468161718286,79.79437299431483,103.0,75.0
619,Thiruvarur,1264277,626693,637584,946471,503085,443386,4416,303114,Tamil Nadu,10.368927409395978,79.60322893959727,102.0,75.0
620,Thanjavur,2405890,1182416,1223474,1790998,944264,846734,13495,555582,Tamil Nadu,10.387692255892237,79.3194869107745,103.0,74.0
621,Pudukkottai,1618345,803188,815157,1110545,608776,501769,4494,354493,Tamil Nadu,10.130514816433578,79.05444484265728,101.0,69.0
622,Sivaganga,1339101,668672,670429,959744,526304,433440,5773,314270,Tamil Nadu,9.960306580645158,78.56535729032255,100.0,72.0
623,Madurai,3038252,1526475,1511777,2273430,1223810,1049620,34097,754141,Tamil Nadu,9.904313833333331,78.01366033333332,99.0,75.0
624,Theni,1245899,625683,620216,870080,479403,390677,4667,312310,Tamil Nadu,9.924066666666668,77.43458833333332,99.0,70.0
625,Virudhunagar,1942288,967709,974579,1398788,760375,638413,10219,505950,Tamil Nadu,9.468872195892564,77.87641469194315,101.0,72.0
626,Ramanathapuram,1353445,682658,670787,978946,536487,442459,5172,291400,Tamil Nadu,9.31286995153476,78.99185362412462,98.0,72.0
629,Kanniyakumari,1870374,926345,944029,1548738,780541,768197,15673,465692,Tamil Nadu,8.183466300191206,77.32053064053538,102.0,83.0
630,Dharmapuri,1506843,774303,732540,917709,527599,390110,3651,337972,Tamil Nadu,12.300141200000006,78.11509813333339,95.0,61.0
632,Coimbatore,3458045,1729297,1728748,2635907,1394790,1241117,63273,896325,Tamil Nadu,10.871376995940452,77.07619012178621,100.0,76.0
634,Yanam,55626,27301,28325,39274,19919,19355,207,12859,Puducherry,16.707695652173904,82.26187304347832,104.0,71.0
636,Mahe,41816,19143,22673,36470,16610,19860,574,7150,Puducherry,12.006420793787758,75.28275021570326,118.0,87.0
637,Karaikal,200222,97809,102413,154916,79903,75013,1868,47880,Puducherry,10.876161726078813,79.82369793621002,105.0,77.0
